menuname,page,menusource,area,provider,jsfile,line,httpMethod,apiurl,callPattern,note
Es Index Config,esIndexConfig,네비게이션,backoffice,일반 호출,backoffice/js/esIndexConfig.js,412,GET,/auth-user/api/arms/backoffice/es-index/index-status/histories,(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
Es Monitoring,esMonitoring,네비게이션,backoffice,일반 호출,backoffice/js/esMonitoring.js,188,GET,/auth-user/search/engine/admin/monitoring/is-healthy,$.ajax,
Es Monitoring,esMonitoring,네비게이션,backoffice,일반 호출,backoffice/js/esMonitoring.js,305,GET,/auth-user/search/engine/admin/monitoring/health,$.ajax,
Es Monitoring,esMonitoring,네비게이션,backoffice,일반 호출,backoffice/js/esMonitoring.js,429,GET,/auth-user/search/engine/admin/monitoring/nodes,$.ajax,
Es Monitoring,esMonitoring,네비게이션,backoffice,일반 호출,backoffice/js/esMonitoring.js,525,GET,/auth-user/search/engine/admin/monitoring/thread-pool,$.ajax,
Es Monitoring,esMonitoring,네비게이션,backoffice,일반 호출,backoffice/js/esMonitoring.js,642,GET,/auth-user/search/engine/admin/monitoring/indexing,$.ajax,
Es Monitoring,esMonitoring,네비게이션,backoffice,일반 호출,backoffice/js/esMonitoring.js,736,GET,/auth-user/search/engine/admin/monitoring/summary,$.ajax,
Kafka Admin,kafkaAdmin,네비게이션,backoffice,일반 호출,backoffice/js/kafkaAdmin.js,222,GET,/auth-user/api/kafka/REQADD-DLT/list,$.ajax,
Kafka Admin,kafkaAdmin,네비게이션,backoffice,상속(TreeAbstractController),backoffice/js/kafkaAdmin.js,259,POST,/auth-user/api/arms/reqAdd/sync/{key}/addNode.do,$.ajax,
Language Config,languageConfig,네비게이션,backoffice,일반 호출,backoffice/js/languageConfig.js,289,GET,/auth-admin/yml/language-config/packs/files,$.get,
Language Config,languageConfig,네비게이션,backoffice,일반 호출,backoffice/js/languageConfig.js,368,GET,/auth-admin/yml/language-config/packs/all-contents,$.get,
Language Config,languageConfig,네비게이션,backoffice,일반 호출,backoffice/js/languageConfig.js,381,GET,/auth-anon/yml/language-config/packs/language/{languageCode},$.get,
Language Config,languageConfig,네비게이션,backoffice,일반 호출,backoffice/js/languageConfig.js,405,GET,/auth-anon/yml/language-config/packs/language/ko,$.get,파라미터 → 같은 파일 호출부 인자 대입
Language Config,languageConfig,네비게이션,backoffice,일반 호출,backoffice/js/languageConfig.js,827,PUT,/auth-admin/yml/language-config/packs/language/{langCode},$.ajax,
Language Config,languageConfig,네비게이션,backoffice,일반 호출,backoffice/js/languageConfig.js,851,PUT,/auth-admin/yml/language-config/packs/language/ko,$.ajax,파라미터 → 같은 파일 호출부 인자 대입
Language Config,languageConfig,네비게이션,backoffice,일반 호출,backoffice/js/languageConfig.js,851,PUT,/auth-admin/yml/language-config/packs/language/{languageCode},$.ajax,파라미터 → 같은 파일 호출부 인자 대입
Language Config,languageConfig,네비게이션,backoffice,일반 호출,backoffice/js/languageConfig.js,872,PUT,/auth-admin/yml/language-config/packs/language/{languageCode},$.ajax,
Language Config,languageConfig,네비게이션,backoffice,일반 호출,backoffice/js/languageConfig.js,889,DELETE,/auth-admin/yml/language-config/packs/language/{languageCode},$.ajax,
Language Config,languageConfig,네비게이션,backoffice,일반 호출,backoffice/js/languageConfig.js,905,GET,/auth-admin/yml/language-config/packs/all-contents/refresh,$.get,
Language Config,languageConfig,네비게이션,backoffice,일반 호출,backoffice/js/languageConfig.js,916,GET,/auth-admin/yml/language-config/packs/all-contents/refresh,$.get,
Language Config,languageConfig,네비게이션,backoffice,일반 호출,backoffice/js/languageConfig.js,970,GET,/auth-admin/yml/language-config/packs/language/{languageCode}/keys/exists,$.ajax,
Mail Report Config,mailReportConfig,content-header,backoffice,상속(TreeAbstractController),backoffice/js/mailReportConfig.js,159,GET,/auth-user/api/arms/report/mail-sender/getNodesWithoutRoot.do,$.ajax,
Mail Report Config,mailReportConfig,content-header,backoffice,일반 호출,backoffice/js/mailReportConfig.js,243,POST,/auth-user/api/arms/mail/validate,$.ajax,
Mail Report Config,mailReportConfig,content-header,backoffice,상속(TreeAbstractController),backoffice/js/mailReportConfig.js,321,POST,/auth-user/api/arms/report/mail-sender/addNode.do,$.ajax,
Mail Report Config,mailReportConfig,content-header,backoffice,상속(TreeAbstractController),backoffice/js/mailReportConfig.js,354,DELETE,/auth-user/api/arms/report/mail-sender/removeNode.do,$.ajax,
Mail Report Config,mailReportConfig,content-header,backoffice,상속(TreeAbstractController),backoffice/js/mailReportConfig.js,414,PUT,/auth-user/api/arms/report/mail-sender/updateNode.do,$.ajax,
Mail Report Config,mailReportConfig,content-header,backoffice,상속(TreeAbstractController),backoffice/js/mailReportConfig.js,537,POST,/auth-user/api/arms/report/mail-receiver/addNode.do,$.ajax,
Mail Report Config,mailReportConfig,content-header,backoffice,상속(TreeAbstractController),backoffice/js/mailReportConfig.js,629,GET,/auth-user/api/arms/report/mail-receiver/getNodesWithoutRoot.do,(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
Mail Report Config,mailReportConfig,content-header,backoffice,상속(TreeAbstractController),backoffice/js/mailReportConfig.js,697,PUT,/auth-user/api/arms/report/mail-receiver/updateNode.do,$.ajax,
Mail Report Config,mailReportConfig,content-header,backoffice,상속(TreeAbstractController),backoffice/js/mailReportConfig.js,725,DELETE,/auth-user/api/arms/report/mail-receiver/removeNode.do,$.ajax,
Mail Report Config,mailReportConfig,content-header,backoffice,일반 호출,backoffice/js/mailReportConfig.js,747,POST,/auth-user/api/arms/mail/send-test,$.ajax,
Schedule Config,scheduleConfig,네비게이션,backoffice,일반 호출,backoffice/js/scheduleConfig.js,311,POST,/auth-user/search/engine/search/schedule-history-log,$.ajax,
Schedule Config,scheduleConfig,네비게이션,backoffice,일반 호출,backoffice/js/scheduleConfig.js,333,GET,/auth-admin/yml/schedule/getCurrentScheduleList,$.ajax,
Schedule Config,scheduleConfig,네비게이션,backoffice,일반 호출,backoffice/js/scheduleConfig.js,512,POST,/auth-admin/yml/saveScheduleList?fileName={fileName},$.ajax,
Schedule Config,scheduleConfig,네비게이션,backoffice,일반 호출,backoffice/js/scheduleConfig/host.js,11,GET,html/generalconfig/content-container.html,$.get,
Group,securityGroup,네비게이션,backoffice,일반 호출,backoffice/js/securityGroup.js,421,GET,/auth-admin/realms,$.ajax,원문 말미 / 제거(경로 정규화)
Group,securityGroup,네비게이션,backoffice,일반 호출,backoffice/js/securityGroup.js,434,GET,/auth-admin/realms/master/groups,$.ajax,
Group,securityGroup,네비게이션,backoffice,일반 호출,backoffice/js/securityGroup.js,562,GET,/auth-admin/realms/master/groups/{groupId},$.ajax,
Group,securityGroup,네비게이션,backoffice,일반 호출,backoffice/js/securityGroup.js,578,GET,/auth-admin/realms/master/groups/{groupId},$.ajax,
Group,securityGroup,네비게이션,backoffice,일반 호출,backoffice/js/securityGroup.js,597,PUT,/auth-admin/realms/master/groups/{groupId},$.ajax,
Group,securityGroup,네비게이션,backoffice,일반 호출,backoffice/js/securityGroup.js,619,DELETE,/auth-admin/realms/master/groups/{groupId},$.ajax,
Group,securityGroup,네비게이션,backoffice,일반 호출,backoffice/js/securityGroup.js,643,POST,/auth-admin/realms/{realm}/groups,$.ajax,
Group,securityGroup,네비게이션,backoffice,일반 호출,backoffice/js/securityGroup.js,662,POST,/auth-admin/realms/{realm}/groups/{parentGoupId}/children,$.ajax,
Group,securityGroup,네비게이션,backoffice,일반 호출,backoffice/js/securityGroup.js,681,GET,/auth-admin/realms/master/groups/{groupId}/role-mappings/realm/composite,$.ajax,파라미터 → 같은 파일 호출부 인자 대입
Group,securityGroup,네비게이션,backoffice,일반 호출,backoffice/js/securityGroup.js,681,GET,/auth-admin/realms/{realm}/groups/{groupId}/role-mappings/realm/composite,$.ajax,파라미터 → 같은 파일 호출부 인자 대입
Group,securityGroup,네비게이션,backoffice,일반 호출,backoffice/js/securityGroup.js,695,GET,/auth-admin/realms/master/groups/{groupId}/role-mappings/realm/available,$.ajax,파라미터 → 같은 파일 호출부 인자 대입
Group,securityGroup,네비게이션,backoffice,일반 호출,backoffice/js/securityGroup.js,695,GET,/auth-admin/realms/{realm}/groups/{groupId}/role-mappings/realm/available,$.ajax,파라미터 → 같은 파일 호출부 인자 대입
Group,securityGroup,네비게이션,backoffice,일반 호출,backoffice/js/securityGroup.js,709,GET,/auth-admin/realms/master/groups/{groupId}/role-mappings/realm,$.ajax,파라미터 → 같은 파일 호출부 인자 대입
Group,securityGroup,네비게이션,backoffice,일반 호출,backoffice/js/securityGroup.js,709,GET,/auth-admin/realms/{realm}/groups/{groupId}/role-mappings/realm,$.ajax,파라미터 → 같은 파일 호출부 인자 대입
Group,securityGroup,네비게이션,backoffice,일반 호출,backoffice/js/securityGroup.js,724,POST,/auth-admin/realms/{realm}/groups/{groupId}/role-mappings/realm,$.ajax,
Group,securityGroup,네비게이션,backoffice,일반 호출,backoffice/js/securityGroup.js,741,DELETE,/auth-admin/realms/{realm}/groups/{groupId}/role-mappings/realm,$.ajax,
Group,securityGroup,네비게이션,backoffice,일반 호출,backoffice/js/securityGroup.js,759,GET,/auth-admin/realms/master/groups/{groupId}/members,$.ajax,파라미터 → 같은 파일 호출부 인자 대입
Group,securityGroup,네비게이션,backoffice,일반 호출,backoffice/js/securityGroup.js,979,PUT,/auth-admin/realms/master/groups/{id},$.ajax,
Role,securityRole,네비게이션,backoffice,일반 호출,backoffice/js/securityRole.js,58,GET,/auth-admin/realms/master/role/{name}/users,$.ajax,
Role,securityRole,네비게이션,backoffice,일반 호출,backoffice/js/securityRole.js,96,POST,/auth-admin/realms/master/role,$.ajax,선택 role 없음 → 신규 생성
Role,securityRole,네비게이션,backoffice,일반 호출,backoffice/js/securityRole.js,96,PUT,/auth-admin/realms/master/role/{name},$.ajax,"selectedData 있으면 url += '/'+selectedData.name, type='PUT'"
Role,securityRole,네비게이션,backoffice,일반 호출,backoffice/js/securityRole.js,115,DELETE,/auth-admin/realms/master/role/{name},$.ajax,
Role,securityRole,네비게이션,backoffice,일반 호출,backoffice/js/securityRole.js,188,GET,/auth-admin/realms/master/roles,table(ajax),
User,securityUser,네비게이션,backoffice,일반 호출,backoffice/js/securityUser.js,87,GET,/auth-admin/realms/master/user/{id}/role-mappings/realm,$.ajax,
User,securityUser,네비게이션,backoffice,일반 호출,backoffice/js/securityUser.js,100,GET,/auth-admin/realms/master/user/{id}/groups,$.ajax,
User,securityUser,네비게이션,backoffice,일반 호출,backoffice/js/securityUser.js,145,GET,/auth-admin/realms/master/roles,$.ajax,
User,securityUser,네비게이션,backoffice,일반 호출,backoffice/js/securityUser.js,159,POST,/auth-admin/realms/master/user/{id}/role-mappings/realm,$.ajax,
User,securityUser,네비게이션,backoffice,일반 호출,backoffice/js/securityUser.js,172,DELETE,/auth-admin/realms/master/user/{id}/role-mappings/realm,$.ajax,
User,securityUser,네비게이션,backoffice,일반 호출,backoffice/js/securityUser.js,183,GET,/auth-admin/realms/master/groups,$.ajax,
User,securityUser,네비게이션,backoffice,일반 호출,backoffice/js/securityUser.js,207,PUT,/auth-admin/realms/master/user/{id}/groups/{id},$.ajax,
User,securityUser,네비게이션,backoffice,일반 호출,backoffice/js/securityUser.js,216,DELETE,/auth-admin/realms/master/user/{id}/groups/{id},$.ajax,
User,securityUser,네비게이션,backoffice,일반 호출,backoffice/js/securityUser.js,231,GET,/auth-admin/realms/master/user/{id}/role-mappings/realm,$.ajax,
User,securityUser,네비게이션,backoffice,일반 호출,backoffice/js/securityUser.js,264,DELETE,/auth-admin/realms/master/user/{id},$.ajax,
User,securityUser,네비게이션,backoffice,일반 호출,backoffice/js/securityUser.js,315,POST,/auth-admin/realms/master/user,$.ajax,선택 user 없음 → 신규 생성
User,securityUser,네비게이션,backoffice,일반 호출,backoffice/js/securityUser.js,315,PUT,/auth-admin/realms/master/user/{id},$.ajax,"selectedData 있으면 url += '/'+selectedData.id, type='put'"
User,securityUser,네비게이션,backoffice,일반 호출,backoffice/js/securityUser.js,436,GET,/auth-admin/realms/master/users,table(ajax),
SMTP Config,smtp,네비게이션,backoffice,일반 호출,backoffice/js/smtp.js,48,GET,/auth-admin/token,$.ajax,
SMTP Config,smtp,네비게이션,backoffice,상속(TreeAbstractController),backoffice/js/smtp.js,79,GET,/auth-user/api/arms/report/mail-sender/getNodesWithoutRoot.do,$.ajax,
SMTP Config,smtp,네비게이션,backoffice,일반 호출,backoffice/js/smtp.js,99,GET,/auth-admin/realms/master,$.ajax,
SMTP Config,smtp,네비게이션,backoffice,일반 호출,backoffice/js/smtp.js,133,POST,/auth-admin/realms/master,$.ajax,
SMTP Config,smtp,네비게이션,backoffice,일반 호출,backoffice/js/smtp.js,204,POST,/auth-admin/realms/smtp/master,$.ajax,
System Info,systemInfo,네비게이션,backoffice,일반 호출,backoffice/js/systemInfo.js,270,GET,/auth-admin/api/arms/backoffice/system-info/getSystemInfo/org-link,$.ajax,원문 말미 / 제거(경로 정규화)
System Info,systemInfo,네비게이션,backoffice,일반 호출,backoffice/js/systemInfo.js,595,GET,/auth-user/search-user/{term},select2(ajax),
System Info,systemInfo,네비게이션,backoffice,일반 호출,backoffice/js/systemInfo.js,678,GET,/auth-user/api/arms/pdService/uploadFileToNode.do,fileupload(url),
System Info,systemInfo,네비게이션,backoffice,일반 호출,backoffice/js/systemInfo.js,744,GET,/auth-user/api/arms/pdServicePure/getPdServiceMonitor.do,(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
System Info,systemInfo,네비게이션,backoffice,일반 호출,backoffice/js/systemInfo.js,797,GET,/auth-user/api/arms/fileRepository/getFilesByNode.do,$.ajax,
System Info,systemInfo,네비게이션,backoffice,상속(TreeAbstractController),backoffice/js/systemInfo.js,828,GET,/auth-user/api/arms/pdServicePure/getNode.do,$.ajax,
System Info,systemInfo,네비게이션,backoffice,일반 호출,backoffice/js/systemInfo.js,1028,POST,/auth-user/api/arms/pdService/addPdServiceNode.do,$.ajax,
System Info,systemInfo,네비게이션,backoffice,상속(TreeAbstractController),backoffice/js/systemInfo.js,1070,DELETE,/auth-user/api/arms/pdService/removeNode.do,$.ajax,
System Info,systemInfo,네비게이션,backoffice,상속(TreeAbstractController),backoffice/js/systemInfo.js,1119,PUT,/auth-user/api/arms/pdService/updateNode.do,$.ajax,
System Info,systemInfo,네비게이션,backoffice,상속(TreeAbstractController),backoffice/js/systemInfo.js,1176,PUT,/auth-user/api/arms/pdService/updateNode.do,$.ajax,
System Info,systemInfo,네비게이션,backoffice,일반 호출,backoffice/js/systemInfo.js,1208,GET,/auth-user/api/arms/fileRepository/getFilesByNode.do,$.ajax,
Timeoff,timeoff,네비게이션,backoffice,상속(TreeAbstractController),backoffice/js/timeoff.js,67,GET,/auth-user/api/arms/backoffice/holiday/getNodesWithoutRoot.do,$.ajax,
Timeoff,timeoff,네비게이션,backoffice,일반 호출,backoffice/js/timeoff.js,355,POST,/auth-user/api/arms/backoffice/holiday/addHoliday.do,$.ajax,
Timeoff,timeoff,네비게이션,backoffice,일반 호출,backoffice/js/timeoff.js,372,PUT,/auth-user/api/arms/backoffice/holiday/updateHoliday.do,$.ajax,
Timeoff,timeoff,네비게이션,backoffice,일반 호출,backoffice/js/timeoff.js,389,DELETE,/auth-user/api/arms/backoffice/holiday/removeHoliday.do,$.ajax,
Timeoff,timeoff,네비게이션,backoffice,일반 호출,backoffice/js/timeoff.js,418,POST,/auth-user/api/arms/backoffice/holiday/syncPublicHoliday.do,$.ajax,
Vector Indexing,vectorIndexing,네비게이션,backoffice,일반 호출,backoffice/js/vectorIndexing.js,140,GET,/auth-user/ai/admin/filesystem/directories,$.get,
Vector Indexing,vectorIndexing,네비게이션,backoffice,일반 호출,backoffice/js/vectorIndexing.js,235,POST,/auth-user/ai/admin/filesystem/directory?path={newPath},$.ajax,
Vector Indexing,vectorIndexing,네비게이션,backoffice,일반 호출,backoffice/js/vectorIndexing.js,256,DELETE,/auth-user/ai/admin/filesystem/directory?path={path},$.ajax,
Vector Indexing,vectorIndexing,네비게이션,backoffice,일반 호출,backoffice/js/vectorIndexing.js,265,DELETE,/auth-user/ai/admin/filesystem/files,$.ajax,
Vector Indexing,vectorIndexing,네비게이션,backoffice,일반 호출,backoffice/js/vectorIndexing.js,401,GET,/auth-user/ai/admin/vector/classify,$.ajax,getVectorApiUrl(path) — 그 외 파일
Vector Indexing,vectorIndexing,네비게이션,backoffice,일반 호출,backoffice/js/vectorIndexing.js,401,GET,/auth-user/ai/admin/vector/ndjson/classify,$.ajax,getVectorApiUrl(path) — ndjson 파일
Vector Indexing,vectorIndexing,네비게이션,backoffice,일반 호출,backoffice/js/vectorIndexing.js,628,POST,/auth-user/ai/admin/vector,$.ajax,grouped key = getVectorApiUrl(item.path) — 그 외 파일
Vector Indexing,vectorIndexing,네비게이션,backoffice,일반 호출,backoffice/js/vectorIndexing.js,628,POST,/auth-user/ai/admin/vector/ndjson,$.ajax,grouped key = getVectorApiUrl(item.path) — ndjson 파일
Vector Indexing,vectorIndexing,네비게이션,backoffice,일반 호출,backoffice/js/vectorIndexing.js,655,GET,/auth-user/ai/admin/filesystem/file,$.ajax,
Vector Indexing,vectorIndexing,네비게이션,backoffice,일반 호출,backoffice/js/vectorIndexing.js,704,GET,/auth-user/ai/admin/filesystem/directories,$.ajax,
Vector Indexing,vectorIndexing,네비게이션,backoffice,일반 호출,backoffice/js/vectorIndexing.js,749,GET,/auth-user/ai/admin/filesystem/directories,$.ajax,
Vector Indexing,vectorIndexing,네비게이션,backoffice,일반 호출,backoffice/js/vectorIndexing.js,800,GET,/auth-user/ai/admin/filesystem/directories,$.ajax,
Vector Indexing,vectorIndexing,네비게이션,backoffice,일반 호출,backoffice/js/vectorIndexing.js,860,GET,/auth-user/ai/admin/filesystem/directories,$.get,
Vector Indexing,vectorIndexing,네비게이션,backoffice,일반 호출,backoffice/js/vectorIndexing.js,904,GET,/auth-user/ai/admin/filesystem/directories,$.ajax,
Vector Indexing,vectorIndexing,네비게이션,backoffice,일반 호출,backoffice/js/vectorIndexing.js,993,GET,/auth-user/ai/admin/filesystem/directories,$.ajax,
Vector Indexing,vectorIndexing,네비게이션,backoffice,일반 호출,backoffice/js/vectorIndexing.js,1033,GET,/auth-user/ai/admin/filesystem/upload,fileupload(url),
